cz90,czname,speccode,specdesc,incper,log_incper,n_incper,agi,log_agi,n_agi
"35801","Boise City, ID (1)","14","Neurosurgery",1650000,14.08,20,1645000,13.81,20
"36100","Salt Lake City-Ogden, UT","14","Neurosurgery",684600,13.06,40,799500,13.27,40
"37400","Sacramento, CA","14","Neurosurgery",792100,13.21,40,829400,13.33,40
"37500","San Jose, CA","14","Neurosurgery",674800,13.1,40,742800,13.17,40
"37800","San Francisco-Oakland, CA","14","Neurosurgery",562700,12.8,100,666600,12.99,100
"37901","Las Vegas, NV-AZ (1)","14","Neurosurgery",1143000,13.34,20,1199000,13.4,20
"38000","San Diego, CA","14","Neurosurgery",723000,13.15,50,,,
"38300","Los Angeles-Long Beach, CA","14","Neurosurgery",572600,12.88,250,644000,13.01,250
"38601","Spokane, WA (1)","14","Neurosurgery",751400,12.95,20,775900,13.03,20
"38801","Portland-Vancouver, OR-WA (1)","14","Neurosurgery",605500,13.01,60,666400,13.2,60
"38901","Salem-Eugene-Springfield, OR (1)","14","Neurosurgery",646900,13.04,20,721600,13.15,20
"39400","Seattle-Tacoma-Olympia, WA","14","Neurosurgery",553900,12.67,100,664000,12.88,100
"00302","Knoxville, TN-Middlesborough, KY (2)","16","Obstetrics & Gynecology",366700,12.43,100,459600,12.67,100
"00500","Danville, VA","16","Obstetrics & Gynecology",312500,12.46,100,361000,12.58,100
"00900","Charlotte, NC","16","Obstetrics & Gynecology",368500,12.59,250,473200,12.87,250
"01302","Florence-Myrtle Beach, SC (2)","16","Obstetrics & Gynecology",297100,12.47,70,,,
"01400","Fayetteville, NC","16","Obstetrics & Gynecology",345200,12.56,70,,,
"01701","Raleigh-Durham-Chapel Hill, NC (1)","16","Obstetrics & Gynecology",297300,12.3,300,402700,12.64,300
"01900","Greenville-Jacksonville, NC","16","Obstetrics & Gynecology",256000,12.16,70,345600,12.47,70
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","16","Obstetrics & Gynecology",352500,12.52,150,418200,12.63,150
"02400","Richmond-Petersburg, VA","16","Obstetrics & Gynecology",328000,12.53,150,434500,12.82,150
"03300","New Orleans, LA","16","Obstetrics & Gynecology",314500,12.47,200,377300,12.61,200
"03500","Baton Rouge, LA","16","Obstetrics & Gynecology",383400,12.56,100,,,
"04200","Little Rock-North Little Rock, AR","16","Obstetrics & Gynecology",324100,12.43,100,,,
"05202","Memphis, TN-AR-MS (2)","16","Obstetrics & Gynecology",346800,12.48,150,,,
"05600","Nashville, TN","16","Obstetrics & Gynecology",293900,12.34,200,388300,12.59,200
"06700","Tampa-St. Petersburg-Clearwater, FL","16","Obstetrics & Gynecology",566900,12.75,350,644200,12.91,350
"06800","Lakeland-Winter Haven, FL","16","Obstetrics & Gynecology",484600,12.74,40,559900,12.95,40
"06900","Punta Gorda-Sarasota-Bradenton, FL","16","Obstetrics & Gynecology",311800,12.32,100,397800,12.52,100
"07000","Fort Lauderdale-Miami, FL","16","Obstetrics & Gynecology",396700,12.5,450,483300,12.69,450
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","16","Obstetrics & Gynecology",489200,12.6,200,558100,12.75,200
"07200","Fort Myers-Cape Coral-Naples, FL","16","Obstetrics & Gynecology",363900,12.3,90,456700,12.69,90
"07300","Melbourne-Titusville-Palm Bay, FL","16","Obstetrics & Gynecology",287100,12.19,70,390800,12.57,70
"07400","Orlando, FL","16","Obstetrics & Gynecology",463500,12.6,300,557800,12.78,300
"07500","Daytona Beach, FL","16","Obstetrics & Gynecology",302700,12.16,40,324900,12.25,40
"07600","Jacksonville, FL","16","Obstetrics & Gynecology",368800,12.55,150,463800,12.76,150
"08100","Columbia, SC","16","Obstetrics & Gynecology",288900,12.39,80,367600,12.65,80
"08202","Charleston-North Charleston, SC (2)","16","Obstetrics & Gynecology",546900,12.38,100,687500,12.77,100
"08300","Greenville, SC","16","Obstetrics & Gynecology",315100,12.47,150,399600,12.69,150
"09100","Atlanta, GA","16","Obstetrics & Gynecology",422100,12.44,700,,,
"10700","Birmingham, AL","16","Obstetrics & Gynecology",344800,12.51,150,469400,12.81,150
"10900","Fort Walton Beach-Pensacola, FL","16","Obstetrics & Gynecology",298100,12.25,100,,,
"11001","Mobile, AL (1)","16","Obstetrics & Gynecology",335100,12.53,70,397800,12.75,70
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","16","Obstetrics & Gynecology",313800,12.42,450,,,
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","16","Obstetrics & Gynecology",330300,12.37,850,434900,12.67,850
"11600","Detroit-Flint, MI","16","Obstetrics & Gynecology",302500,12.32,750,379200,12.55,750
"12200","Grand Rapids-Muskegon-Holland, MI","16","Obstetrics & Gynecology",334600,12.42,150,405100,12.63,150
"12501","Dayton-Springfield, OH (1)","16","Obstetrics & Gynecology",340700,12.45,100,431400,12.74,100
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","16","Obstetrics & Gynecology",368100,12.53,300,459900,12.83,300
"13101","Louisville, KY-IN (1)","16","Obstetrics & Gynecology",344800,12.54,150,443200,12.82,150
"13501","Toledo, OH (1)","16","Obstetrics & Gynecology",321500,12.37,80,,,
"13600","Benton Harbor, MI-South Bend, IN","16","Obstetrics & Gynecology",326800,12.52,60,386200,12.73,60
"14200","Indianapolis, IN","16","Obstetrics & Gynecology",414600,12.6,250,533200,12.93,250
"14900","Gary, IN","16","Obstetrics & Gynecology",310100,12.47,50,389100,12.67,50
"15000","Canton-Massillon, OH","16","Obstetrics & Gynecology",268400,12.36,50,314500,12.5,50
"15200","Akron, OH","16","Obstetrics & Gynecology",314100,12.4,350,383000,12.29,350
"15900","Columbus, OH","16","Obstetrics & Gynecology",320100,12.48,250,428000,12.77,250
"16300","Pittsburgh, PA","16","Obstetrics & Gynecology",331600,12.53,300,421900,12.74,300
"16400","Youngstown-Warren, OH-Sharon, PA","16","Obstetrics & Gynecology",328400,12.51,50,386100,12.71,50
"16500","Erie, PA-Jamestown, NY","16","Obstetrics & Gynecology",491400,12.81,50,597600,13.04,50
"17700","Syracuse-Utica-Rome, NY","16","Obstetrics & Gynecology",300400,12.2,100,375900,12.47,100
"18000","Buffalo-Niagara Falls-Rochester, NY","16","Obstetrics & Gynecology",295400,12.38,300,385300,12.61,300
"18600","Glens Falls, NY","16","Obstetrics & Gynecology",277600,12.31,100,356200,12.56,100
"18800","Newburgh, NY-PA-Scranton-Wilkes-Barre-Hazleton, PA","16","Obstetrics & Gynecology",310900,12.47,70,384300,12.63,70
"19000","Allentown-Bethlehem-Easton, PA","16","Obstetrics & Gynecology",307000,12.29,150,393600,12.59,150
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","16","Obstetrics & Gynecology",352900,12.43,100,425900,12.68,100
"19200","York, PA","16","Obstetrics & Gynecology",277500,12.3,150,387700,12.61,150
"19300","Dutchess County, NY","16","Obstetrics & Gynecology",364300,12.61,90,419300,12.74,90
"19400","New York-Nassau-Suffolk, NY","16","Obstetrics & Gynecology",388800,12.48,1700,,,
"19500","Monmouth-Ocean, NJ","16","Obstetrics & Gynecology",360800,12.55,200,430600,12.74,200
"19600","Newark-Trenton, NJ","16","Obstetrics & Gynecology",406200,12.53,800,569800,12.85,800
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","16","Obstetrics & Gynecology",421500,12.37,850,561400,12.76,850
"19800","Wilmington-Newark, DE-MD","16","Obstetrics & Gynecology",295500,12.21,50,395800,12.64,50
"20100","Portland-Lewiston-Auburn, ME","16","Obstetrics & Gynecology",278900,12.33,100,345800,12.57,100
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","16","Obstetrics & Gynecology",334600,12.5,200,426200,12.76,200
"20500","Barnstable-Yarmouth, MA","16","Obstetrics & Gynecology",326600,12.39,800,470200,12.78,800
"20600","Manchester, NH","16","Obstetrics & Gynecology",292700,12.35,150,379700,12.65,150
"20800","Springfield, MA","16","Obstetrics & Gynecology",306400,12.41,70,369600,12.7,70
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","16","Obstetrics & Gynecology",395600,12.59,550,492000,12.81,550
"21501","Minneapolis-St. Paul, MN-WI (1)","16","Obstetrics & Gynecology",343400,12.49,450,435400,12.8,450
"23100","Madison, WI","16","Obstetrics & Gynecology",346400,12.3,100,382900,12.58,100
"24000","Kenosha-Racine-Janesville-Beloit, WI","16","Obstetrics & Gynecology",393000,12.64,50,522000,12.91,50
"24100","Milwaukee-Waukesha, WI","16","Obstetrics & Gynecology",411500,12.59,250,,,
"24300","Chicago, IL","16","Obstetrics & Gynecology",394500,12.52,1200,,,
"24400","Rockford, IL","16","Obstetrics & Gynecology",412300,12.81,50,474200,12.94,50
"24701","St. Louis, MO-IL (1)","16","Obstetrics & Gynecology",321300,12.35,400,,,
"27501","Des Moines, IA (1)","16","Obstetrics & Gynecology",436900,12.76,80,503300,12.93,80
"28202","Omaha, NE-IA (2)","16","Obstetrics & Gynecology",382100,12.49,150,466400,12.78,150
"28401","Colorado Springs, CO (1)","16","Obstetrics & Gynecology",318900,12.49,80,,,
"28800","Fort Collins-Loveland, CO","16","Obstetrics & Gynecology",278000,12.31,60,306300,12.4,60
"28900","Denver-Boulder-Longmont, CO","16","Obstetrics & Gynecology",300300,12.27,500,401100,12.58,500
"29301","Wichita, KS (1)","16","Obstetrics & Gynecology",318500,12.27,50,419400,12.61,50
"29502","Kansas City, MO-KS (2)","16","Obstetrics & Gynecology",351300,12.48,250,,,
"30402","Tulsa, OK (2)","16","Obstetrics & Gynecology",306800,12.28,100,416200,12.65,100
"30601","El Paso, TX-Las Cruces, NM (1)","16","Obstetrics & Gynecology",292900,12.39,90,349900,12.56,90
"31201","Austin-San Marcos, TX (1)","16","Obstetrics & Gynecology",322300,12.39,300,401700,12.61,300
"31301","San Antonio, TX (1)","16","Obstetrics & Gynecology",314400,12.37,250,394800,12.65,250
"31600","Brownsville-Harlingen-San Benito, TX","16","Obstetrics & Gynecology",367800,12.47,90,,,
"32000","Houston-Galveston-Texas City, TX","16","Obstetrics & Gynecology",370700,12.46,750,,,
"33000","Fort Worth-Arlington, TX","16","Obstetrics & Gynecology",426800,12.47,250,532000,12.72,250
"33100","Dallas, TX","16","Obstetrics & Gynecology",353400,12.44,550,463400,12.75,550
"33803","Oklahoma City, OK (3)","16","Obstetrics & Gynecology",320700,12.41,150,432700,12.72,150
"34701","Honolulu, HI (1)","16","Obstetrics & Gynecology",347200,12.4,150,455100,12.62,150
"34901","Albuquerque, NM (1)","16","Obstetrics & Gynecology",302200,12.31,100,373000,12.55,100
"35001","Phoenix-Mesa, AZ (1)","16","Obstetrics & Gynecology",305100,12.33,450,380000,12.53,450
"35100","Tucson, AZ","16","Obstetrics & Gynecology",306200,12.35,100,398800,12.62,100
"35801","Boise City, ID (1)","16","Obstetrics & Gynecology",308800,12.41,90,,,
"36000","Provo-Orem, UT","16","Obstetrics & Gynecology",456600,12.77,40,470300,12.93,40
"36100","Salt Lake City-Ogden, UT","16","Obstetrics & Gynecology",413400,12.65,200,469200,12.84,200
"37000","Modesto-Merced, CA","16","Obstetrics & Gynecology",353900,12.55,40,448200,12.85,40
"37100","Bakersfield, CA","16","Obstetrics & Gynecology",405500,12.7,60,,,
"37200","Fresno-Visalia-Tulare-Parterville, CA","16","Obstetrics & Gynecology",350800,12.56,100,397400,12.69,100
"37400","Sacramento, CA","16","Obstetrics & Gynecology",337600,12.53,350,423000,12.78,350
"37500","San Jose, CA","16","Obstetrics & Gynecology",448100,12.7,350,632400,13.01,350
"37700","Santa Rosa, CA","16","Obstetrics & Gynecology",302300,12.38,70,336100,12.38,70
"37800","San Francisco-Oakland, CA","16","Obstetrics & Gynecology",446700,12.58,850,616900,12.88,850
"37901","Las Vegas, NV-AZ (1)","16","Obstetrics & Gynecology",434900,12.53,200,504200,12.73,200
"38000","San Diego, CA","16","Obstetrics & Gynecology",398900,12.48,400,,,
"38200","Santa Barbara-Santa Maria-Lompoc, CA","16","Obstetrics & Gynecology",277200,12.27,80,,,
"38300","Los Angeles-Long Beach, CA","16","Obstetrics & Gynecology",502500,12.48,1600,628700,12.73,1600
"38601","Spokane, WA (1)","16","Obstetrics & Gynecology",297200,12.45,70,386700,12.72,70
"38801","Portland-Vancouver, OR-WA (1)","16","Obstetrics & Gynecology",267100,12.27,400,354700,12.6,400
"38901","Salem-Eugene-Springfield, OR (1)","16","Obstetrics & Gynecology",318300,12.38,100,372000,12.64,100
"39400","Seattle-Tacoma-Olympia, WA","16","Obstetrics & Gynecology",357300,12.44,550,456000,12.73,550
"09100","Atlanta, GA","17","Hospice and Palliative Care",292600,12.41,30,405900,12.74,30
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","17","Hospice and Palliative Care",231000,12.27,20,306800,12.59,20
"15200","Akron, OH","17","Hospice and Palliative Care",182500,11.97,20,296500,12.4,20
"15900","Columbus, OH","17","Hospice and Palliative Care",223200,12.25,20,295400,12.5,20
"19400","New York-Nassau-Suffolk, NY","17","Hospice and Palliative Care",291500,12.3,70,378100,12.6,70
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","17","Hospice and Palliative Care",175100,12,20,260500,12.35,20
"20500","Barnstable-Yarmouth, MA","17","Hospice and Palliative Care",232200,12.23,50,341100,12.58,50
"24300","Chicago, IL","17","Hospice and Palliative Care",216700,12.2,20,336600,12.54,20
"28900","Denver-Boulder-Longmont, CO","17","Hospice and Palliative Care",254600,12.27,20,334400,12.37,20
"32000","Houston-Galveston-Texas City, TX","17","Hospice and Palliative Care",221000,12.27,20,293300,12.49,20
"35001","Phoenix-Mesa, AZ (1)","17","Hospice and Palliative Care",219100,12.21,20,359100,12.67,20
"37800","San Francisco-Oakland, CA","17","Hospice and Palliative Care",316400,12.32,30,400600,12.6,30
"38300","Los Angeles-Long Beach, CA","17","Hospice and Palliative Care",270900,12.27,50,310900,12.44,50
"38801","Portland-Vancouver, OR-WA (1)","17","Hospice and Palliative Care",209200,12.23,20,293500,12.46,20
"39400","Seattle-Tacoma-Olympia, WA","17","Hospice and Palliative Care",209400,12.09,20,365300,12.75,20
"00302","Knoxville, TN-Middlesborough, KY (2)","18","Ophthalmology",692700,13.02,50,724500,13.09,50
"00500","Danville, VA","18","Ophthalmology",305000,12.28,50,375100,12.48,50
"00900","Charlotte, NC","18","Ophthalmology",469800,12.77,90,536200,12.92,90
"01400","Fayetteville, NC","18","Ophthalmology",536700,12.62,30,591100,12.7,30
"01701","Raleigh-Durham-Chapel Hill, NC (1)","18","Ophthalmology",481800,12.62,150,584800,12.89,150
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","18","Ophthalmology",495900,12.77,60,544700,12.75,60
"02400","Richmond-Petersburg, VA","18","Ophthalmology",539300,12.88,60,664500,13.17,60
"03300","New Orleans, LA","18","Ophthalmology",394600,12.56,90,509900,12.75,90
"03500","Baton Rouge, LA","18","Ophthalmology",448400,12.85,30,487800,12.94,30
"04200","Little Rock-North Little Rock, AR","18","Ophthalmology",494600,12.83,70,576300,12.99,70
"05202","Memphis, TN-AR-MS (2)","18","Ophthalmology",437300,12.61,40,493700,12.8,40
"05600","Nashville, TN","18","Ophthalmology",722900,12.95,100,776000,13.07,100
"06700","Tampa-St. Petersburg-Clearwater, FL","18","Ophthalmology",454600,12.59,200,563200,12.88,200
"06800","Lakeland-Winter Haven, FL","18","Ophthalmology",648400,12.88,20,751200,13.08,20
"06900","Punta Gorda-Sarasota-Bradenton, FL","18","Ophthalmology",587800,12.69,70,645500,12.82,70
"07000","Fort Lauderdale-Miami, FL","18","Ophthalmology",429100,12.49,250,505500,12.66,250
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","18","Ophthalmology",634900,12.75,150,730000,12.95,150
"07200","Fort Myers-Cape Coral-Naples, FL","18","Ophthalmology",715000,13.01,70,823800,13.14,70
"07300","Melbourne-Titusville-Palm Bay, FL","18","Ophthalmology",615300,12.8,40,694100,13.02,40
"07400","Orlando, FL","18","Ophthalmology",641800,12.94,100,739100,13.19,100
"07500","Daytona Beach, FL","18","Ophthalmology",532600,12.85,30,566900,12.96,30
"07600","Jacksonville, FL","18","Ophthalmology",626600,12.84,80,760500,13.01,80
"08100","Columbia, SC","18","Ophthalmology",612800,13.04,40,656700,12.9,40
"08202","Charleston-North Charleston, SC (2)","18","Ophthalmology",653800,12.99,60,718900,13.11,60
"08300","Greenville, SC","18","Ophthalmology",549100,12.93,50,595200,12.96,50
"09100","Atlanta, GA","18","Ophthalmology",605700,12.68,250,717500,13,250
"10700","Birmingham, AL","18","Ophthalmology",475500,12.62,70,513900,12.75,70
"10900","Fort Walton Beach-Pensacola, FL","18","Ophthalmology",548600,12.81,40,,,
"11001","Mobile, AL (1)","18","Ophthalmology",638500,13.14,30,,,
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","18","Ophthalmology",649000,12.58,200,751300,12.81,200
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","18","Ophthalmology",424900,12.55,400,533400,12.82,400
"11600","Detroit-Flint, MI","18","Ophthalmology",470100,12.6,350,570600,12.85,350
"12200","Grand Rapids-Muskegon-Holland, MI","18","Ophthalmology",1006000,13.11,50,1141000,13.3,50
"12501","Dayton-Springfield, OH (1)","18","Ophthalmology",495300,12.83,40,604300,13.06,40
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","18","Ophthalmology",574400,12.86,90,657200,13.14,90
"13101","Louisville, KY-IN (1)","18","Ophthalmology",500300,12.49,60,553900,12.68,60
"13501","Toledo, OH (1)","18","Ophthalmology",388700,12.62,30,469300,12.75,30
"14200","Indianapolis, IN","18","Ophthalmology",571800,12.87,100,704000,12.94,100
"14900","Gary, IN","18","Ophthalmology",1203000,13.3,20,1216000,13.18,20
"15000","Canton-Massillon, OH","18","Ophthalmology",534200,12.91,20,636600,13.04,20
"15200","Akron, OH","18","Ophthalmology",576900,12.84,150,661300,13.05,150
"15900","Columbus, OH","18","Ophthalmology",434200,12.67,100,647400,13.03,100
"16300","Pittsburgh, PA","18","Ophthalmology",540400,12.81,150,629900,12.98,150
"16400","Youngstown-Warren, OH-Sharon, PA","18","Ophthalmology",651100,13.03,20,750100,13.17,20
"17700","Syracuse-Utica-Rome, NY","18","Ophthalmology",515400,12.74,60,582900,12.9,60
"18000","Buffalo-Niagara Falls-Rochester, NY","18","Ophthalmology",725700,13.05,100,797000,13.12,100
"18600","Glens Falls, NY","18","Ophthalmology",562000,12.88,70,641900,13.08,70
"18800","Newburgh, NY-PA-Scranton-Wilkes-Barre-Hazleton, PA","18","Ophthalmology",477600,12.78,40,536800,12.86,40
"19000","Allentown-Bethlehem-Easton, PA","18","Ophthalmology",574600,13.03,20,,,
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","18","Ophthalmology",695100,13.06,50,765400,13.23,50
"19200","York, PA","18","Ophthalmology",557200,12.85,60,615000,13,60
"19300","Dutchess County, NY","18","Ophthalmology",650900,13.06,30,,,
"19400","New York-Nassau-Suffolk, NY","18","Ophthalmology",540100,12.65,850,659800,12.87,850
"19500","Monmouth-Ocean, NJ","18","Ophthalmology",760900,13.16,70,886300,13.39,70
"19600","Newark-Trenton, NJ","18","Ophthalmology",577500,12.76,350,689500,12.88,350
